,Country,Date,Hemisphere,MonthOrder
3763,USA,May,North,6.0
3764,USA,May,North,6.0
3765,SOUTH AFRICA,May,South,5.0
3766,USA,May,North,5.0
3767,USA,May,North,5.0
3768,USA,Apr,North,5.0
3769,MID ATLANTIC OCEAN,Apr,North,5.0
3770,AUSTRALIA,Apr,South,4.0
3771,AUSTRALIA,Apr,South,4.0
3772,USA,Apr,North,4.0
3773,SOUTH AFRICA,Apr,South,4.0
3774,AUSTRALIA,Apr,South,4.0
3775,USA,Apr,North,3.0
3776,PHILIPPINES,Apr,North,3.0
3777,USA,Apr,North,3.0
3778,AUSTRALIA,Apr,South,2.0
3779,VENEZUELA,Apr,North,2.0
3780,PAPUA NEW GUINEA,Apr,South,2.0
3781,SOLOMON ISLANDS,Mar,South,2.0
3782,SOUTH AFRICA,Mar,South,2.0
3783,AUSTRALIA,Feb,South,1.0
3784,ECUADOR,Feb,South,1.0
3785,AUSTRALIA,Feb,South,1.0
3786,AUSTRALIA,Feb,South,1.0
3787,AUSTRALIA,Feb,South,1.0
3788,SOUTH AFRICA,Feb,South,1.0
3789,NEW GUINEA,Feb,South,1.0
3790,MOZAMBIQUE,Feb,South,1.0
3791,AUSTRALIA,Jan,South,1.0
3792,INDIA,Jan,North,7.0
3793,TURKEY,Jan,North,12.0
3794,PAPUA NEW GUINEA,Jan,South,12.0
3795,SOUTH AFRICA,Jan,South,12.0
3796,USA,Jan,North,12.0
3797,AMERICAN SAMOA,Jan,South,12.0
3808,USA,Dec,North,9.0
3809,MEXICO,Dec,North,8.0
3810,CROATIA,Dec,North,8.0
3811,MEXICO,Dec,North,7.0
3812,USA,Dec,North,7.0
3813,USA,Dec,North,7.0
3814,USA,Dec,North,7.0
3815,KENYA,Dec,North,7.0
3816,PACIFIC OCEAN,Dec,Both hemispheres,7.0
3817,PACIFIC OCEAN,Nov,Both hemispheres,7.0
3818,USA,Nov,North,7.0
3819,PAPUA NEW GUINEA,Nov,South,7.0
3820,BAHAMAS,Nov,North,7.0
3821,USA,Nov,North,7.0
3822,USA,Nov,North,6.0
3823,USA,Nov,North,6.0
3824,USA,Nov,North,6.0
3825,AUSTRALIA,Nov,South,6.0
3826,SOUTH AFRICA,Oct,South,6.0
3827,USA,Oct,North,4.0
3828,TAIWAN,Oct,North,4.0
3829,SOUTH AFRICA,Oct,South,4.0
3830,SOUTH AFRICA,Oct,South,4.0
3831,PAPUA NEW GUINEA,Sep,South,4.0
3832,AUSTRALIA,Sep,South,2.0
3833,USA,Sep,North,2.0
3834,AUSTRALIA,Sep,South,1.0
3835,AUSTRALIA,Sep,South,1.0
3836,JAPAN,Sep,North,1.0
3837,SOUTH AFRICA,Sep,South,1.0
3838,AUSTRALIA,Sep,South,12.0
3839,SOUTH AFRICA,Aug,South,12.0
3840,SOUTH AFRICA,Aug,South,12.0
3841,SOUTH AFRICA,Aug,South,12.0
3842,SOUTH AFRICA,Aug,South,12.0
3843,SOUTH AFRICA,Aug,South,12.0
3844,PACIFIC OCEAN,Aug,Both hemispheres,11.0
3845,AUSTRALIA,Aug,South,11.0
3846,SOLOMON ISLANDS,Aug,South,10.0
3847,SOLOMON ISLANDS,Aug,South,10.0
3848,MARSHALL ISLANDS,Aug,Both hemispheres,9.0
3849,USA,Aug,North,8.0
3850,USA,Aug,North,7.0
3851,USA,Aug,North,7.0
3853,CUBA,Jul,North,6.0
3854,AUSTRALIA,Jul,South,5.0
3855,SOLOMON ISLANDS,Jul,South,5.0
3856,USA,Jul,North,5.0
3857,USA,Jul,North,4.0
3858,AUSTRALIA,Jul,South,4.0
3859,USA,Jul,North,4.0
3860,AUSTRALIA,Jul,South,4.0
3861,PAPUA NEW GUINEA,Jul,South,4.0
3862,SOLOMON ISLANDS,Jul,South,4.0
3863,FIJI,Jun,South,2.0
3864,USA,Jun,North,2.0
3865,AUSTRALIA,Jun,South,2.0
3866,USA,Jun,North,2.0
3867,SOUTH AFRICA,May,South,1.0
3868,PAPUA NEW GUINEA,May,South,12.0
3869,PAPUA NEW GUINEA,May,South,12.0
3870,GABON,May,South,12.0
3871,NEW ZEALAND,May,South,12.0
3872,SOUTH AFRICA,Apr,South,10.0
3873,PAPUA NEW GUINEA,Apr,South,10.0
3874,SENEGAL,Apr,North,10.0
3875,PAPUA NEW GUINEA,Apr,South,10.0
3876,USA,Apr,North,9.0
3877,NO COUNTRY DATA,Mar,Both hemispheres,9.0
3878,MAYOTTE,Mar,South,9.0
3879,ITALY,Mar,North,9.0
3880,PAPUA NEW GUINEA,Feb,South,8.0
3881,PAPUA NEW GUINEA,Feb,South,8.0
3882,USA,Feb,North,8.0
3883,AUSTRALIA,Feb,South,8.0
3884,USA,Feb,North,8.0
3885,SOUTH AFRICA,Jan,South,8.0
3886,UNITED KINGDOM,Jan,North,8.0
3887,UNITED KINGDOM,Jan,North,8.0
3888,MALTA,Jan,North,8.0
3889,PAPUA NEW GUINEA,Jan,South,8.0
3890,PAPUA NEW GUINEA,Jan,South,8.0
3891,USA,Jan,North,7.0
3892,USA,Jan,North,7.0
3893,MALTA,Jan,North,7.0
3895,USA,Jul,North,7.0
3901,AUSTRALIA,Dec,South,5.0
3902,ITALY,Dec,North,3.0
3903,AUSTRALIA,Dec,South,3.0
3904,AUSTRALIA,Dec,South,3.0
3905,AUSTRALIA,Dec,South,3.0
3906,AUSTRALIA,Nov,South,2.0
3907,AUSTRALIA,Nov,South,2.0
3908,AUSTRALIA,Nov,South,1.0
3909,COSTA RICA,Nov,North,1.0
3910,AUSTRALIA,Oct,South,1.0
3911,AUSTRALIA,Oct,South,12.0
3912,USA,Oct,North,12.0
3913,PAPUA NEW GUINEA,Oct,South,11.0
3914,PAPUA NEW GUINEA,Sep,South,11.0
3915,AUSTRALIA,Sep,South,10.0
3916,NORTH PACIFIC OCEAN,Sep,North,9.0
3917,NORTH PACIFIC OCEAN,Aug,North,9.0
3918,USA,Aug,North,9.0
3919,USA,Jul,North,9.0
3920,USA,Jul,North,9.0
3921,JAPAN,Jul,North,8.0
3922,USA,Jul,North,8.0
3923,CROATIA,Jul,North,8.0
3924,AMERICAN SAMOA,Jul,South,8.0
3925,USA,Jul,North,8.0
3926,NORTH ATLANTIC OCEAN,Jul,Both hemispheres,8.0
3927,AUSTRALIA,Jul,South,8.0
3928,JAPAN,Jul,North,7.0
3929,USA,Jul,North,6.0
3930,MONTENEGRO,Jun,North,7.0
3931,YEMEN,Jun,North,7.0
3932,USA,Jun,North,5.0
3933,PAPUA NEW GUINEA,Jun,South,5.0
3934,PAPUA NEW GUINEA,Jun,South,4.0
3935,PAPUA NEW GUINEA,Apr,South,4.0
3936,USA,Apr,North,4.0
3937,AUSTRALIA,Apr,South,3.0
3938,PAPUA NEW GUINEA,Apr,South,3.0
3939,AUSTRALIA,Apr,South,3.0
3940,USA,Feb,North,2.0
3941,USA,Feb,North,2.0
3942,AUSTRALIA,Jan,South,2.0
3943,INDIA,Jan,North,2.0
3944,AUSTRALIA,Jan,South,2.0
3945,AUSTRALIA,Jan,South,2.0
3955,CROATIA,Dec,North,10.0
3956,JAPAN,Dec,North,10.0
3957,USA,Dec,North,9.0
3958,HONG KONG,Dec,South,9.0
3959,AUSTRALIA,Dec,South,9.0
3960,CUBA,Dec,North,8.0
3961,CUBA,Nov,North,8.0
3962,ECUADOR,Nov,South,7.0
3963,SINGAPORE,Oct,North,7.0
3964,ITALY,Oct,North,7.0
3965,THE BALKANS,Sep,North,7.0
3966,USA,Aug,North,7.0
3967,BERMUDA,Jul,North,7.0
3968,GREECE,Jul,North,7.0
3969,CROATIA,Jul,North,7.0
3970,USA,Jun,North,6.0
3971,AUSTRALIA,May,South,6.0
3972,HONG KONG,May,South,6.0
3973,PAPUA NEW GUINEA,May,South,5.0
3974,PAPUA NEW GUINEA,Apr,South,5.0
3975,USA,Apr,North,4.0
3976,SUDAN,Apr,North,4.0
3977,AUSTRALIA,Apr,South,2.0
3978,AUSTRALIA,Apr,South,1.0
3979,AUSTRALIA,Apr,South,1.0
3980,ARGENTINA,Feb,South,1.0
3981,PAPUA NEW GUINEA,Feb,South,1.0
3982,SOUTH AFRICA,Feb,South,12.0
3983,SOUTH AFRICA,Feb,South,12.0
3984,AUSTRALIA,Jan,South,12.0
3996,USA,Dec,North,7.0
3997,PACIFIC OCEAN,Dec,Both hemispheres,7.0
3998,CANADA,Dec,North,7.0
3999,USA,Dec,North,7.0
4000,PANAMA,Oct,North,7.0
4001,AUSTRALIA,Oct,South,6.0
4002,AUSTRALIA,Oct,South,4.0
4003,USA,Oct,North,4.0
4004,IRAN,Sep,North,4.0
4005,IRAN,Sep,North,4.0
4006,AUSTRALIA,Sep,South,3.0
4007,AUSTRALIA,Sep,South,3.0
4008,INDIAN OCEAN,Aug,Both hemispheres,3.0
4009,PAPUA NEW GUINEA,Aug,South,3.0
4010,USA,Aug,North,2.0
4011,AUSTRALIA,Aug,South,2.0
4012,AUSTRALIA,Aug,South,2.0
4013,AUSTRALIA,Aug,South,1.0
4014,AUSTRALIA,Aug,South,1.0
4015,AUSTRALIA,Aug,South,12.0
4016,AUSTRALIA,Aug,South,12.0
4017,GUATEMALA,Aug,North,12.0
4018,ITALY,Aug,North,8.0
4019,USA,Jul,North,8.0
4020,USA,Jul,North,12.0
4021,USA,Jul,North,12.0
4022,PAPUA NEW GUINEA,Jul,South,10.0
4023,SOUTH AFRICA,Jul,South,8.0
4024,ITALY,Jun,North,8.0
4025,USA,Jun,North,7.0
4026,USA,Jun,North,7.0
4027,USA,May,North,7.0
4028,USA,May,North,7.0
4029,USA,May,North,7.0
4030,USA,Mar,North,7.0
4031,USA,Mar,North,5.0
4032,AUSTRALIA,Mar,South,5.0
4033,INDIA,Mar,North,5.0
4034,AUSTRALIA,Feb,South,4.0
4035,SUDAN,Feb,North,4.0
4036,NETHERLANDS ANTILLES,Jan,North,3.0
4037,MAURITIUS,Jan,South,1.0
4038,AUSTRALIA,Jan,South,1.0
4047,NORTH ATLANTIC OCEAN,Dec,Both hemispheres,10.0
4048,ITALY,Dec,North,9.0
4049,ITALY,Nov,North,9.0
4050,AUSTRALIA,Nov,South,9.0
4051,GREECE,Oct,North,8.0
4052,GREECE,Sep,North,8.0
4053,ITALY,Sep,North,8.0
4054,COLUMBIA,Sep,North,8.0
4055,USA,Sep,North,7.0
4056,PACIFIC OCEAN,Sep,Both hemispheres,7.0
4057,USA,Aug,North,6.0
4058,FRENCH POLYNESIA,Aug,South,6.0
4059,MEXICO,Aug,North,5.0
4060,ITALY,Aug,North,5.0
4061,AUSTRALIA,Aug,South,3.0
4062,AUSTRALIA,Aug,South,3.0
4063,SOUTH AFRICA,Aug,South,3.0
4064,SOUTH AFRICA,Jul,South,2.0
4065,AUSTRALIA,Jun,South,2.0
4066,AUSTRALIA,Jul,South,2.0
4067,SOUTH AFRICA,Jul,South,1.0
4068,AUSTRALIA,May,South,1.0
4069,AUSTRALIA,May,South,12.0
4070,AUSTRALIA,Apr,South,12.0
4071,AUSTRALIA,Apr,South,12.0
4072,AUSTRALIA,Apr,South,11.0
4073,AUSTRALIA,Mar,South,11.0
4074,AUSTRALIA,Mar,South,11.0
4075,USA,Mar,North,10.0
4076,AUSTRALIA,Feb,South,10.0
4077,EL SALVADOR,Feb,North,8.0
4078,SAUDI ARABIA,Feb,North,8.0
4079,AUSTRALIA,Feb,South,7.0
4080,JAPAN,Feb,North,7.0
4081,CUBA,Feb,North,7.0
4082,USA,Jan,North,7.0
4083,USA,Jan,North,7.0
4090,SOUTH AFRICA,Dec,South,4.0
4091,SOUTH AFRICA,Dec,South,3.0
4092,SOUTH AFRICA,Dec,South,3.0
4093,AUSTRALIA,Dec,South,3.0
4094,AUSTRALIA,Nov,South,2.0
4095,SOUTH AFRICA,Oct,South,2.0
4096,USA,Oct,North,1.0
4097,AUSTRALIA,Oct,South,1.0
4098,NO COUNTRY DATA,Oct,Both hemispheres,12.0
4099,AUSTRALIA,Sep,South,12.0
4100,AUSTRALIA,Sep,South,11.0
4101,AUSTRALIA,Sep,South,11.0
4103,AUSTRALIA,Aug,South,8.0
4104,ITALY,Aug,North,8.0
4105,AUSTRALIA,Jul,South,8.0
4106,ITALY,Jul,North,8.0
4107,IRAN,Jul,North,7.0
4108,IRAN,Jul,North,7.0
4109,USA,Jul,North,7.0
4110,USA,Jul,North,7.0
4111,CHINA,Jul,North,6.0
4112,AUSTRALIA,Jul,South,5.0
4113,AUSTRALIA,Jun,South,5.0
4114,AUSTRALIA,Jun,South,4.0
4115,AUSTRALIA,Jun,South,4.0
4116,MEXICO,May,North,4.0
4117,AUSTRALIA,May,South,3.0
4118,AUSTRALIA,Apr,South,1.0
4119,AUSTRALIA,Apr,South,1.0
4120,AUSTRALIA,Feb,South,1.0
4121,AUSTRALIA,Jan,South,1.0
4122,AUSTRALIA,Jan,South,12.0
4123,AUSTRALIA,Jan,South,12.0
4124,IRAN,Jan,North,12.0
4132,TURKEY,Dec,North,9.0
4133,MID ATLANTIC OCEAN,Dec,North,9.0
4134,IRAN,Dec,North,9.0
4135,IRAN,Dec,North,8.0
4136,IRAN,Oct,North,8.0
4137,BAHAMAS,Sep,North,8.0
4138,USA,Sep,North,7.0
4139,NORTHERN MARIANA ISLANDS,Sep,Both hemispheres,6.0
4140,IRAN,Sep,North,5.0
4141,SOUTH AFRICA,Sep,South,4.0
4142,KENYA,Aug,North,3.0
4143,SENEGAL,Jul,North,3.0
4144,PAPUA NEW GUINEA,Jul,South,3.0
4145,USA,Jul,North,2.0
4146,AUSTRALIA,Jul,South,2.0
4147,AUSTRALIA,Jul,South,1.0
4148,AUSTRALIA,Jul,South,12.0
4149,SOUTH AFRICA,Jul,South,12.0
4150,SENEGAL,Jul,North,12.0
4151,AUSTRALIA,Jun,South,11.0
4152,AUSTRALIA,Apr,South,11.0
4153,AUSTRALIA,Apr,South,11.0
4154,AUSTRALIA,Apr,South,11.0
4155,AUSTRALIA,Apr,South,11.0
4156,AUSTRALIA,Mar,South,11.0
4157,AUSTRALIA,Mar,South,10.0
4158,BRAZIL,Mar,South,10.0
4159,USA,Mar,North,8.0
4160,USA,Feb,North,7.0
4161,AUSTRALIA,Feb,South,7.0
4162,SOUTH AFRICA,Feb,South,7.0
4163,GREECE,Jan,North,7.0
4164,USA,Jan,North,6.0
4168,SOUTH AFRICA,Dec,South,4.0
4169,AUSTRALIA,Dec,South,4.0
4170,PACIFIC OCEAN,Dec,Both hemispheres,4.0
4171,SOUTH AFRICA,Aug,South,3.0
4172,SOUTH AFRICA,Aug,South,3.0
4173,AUSTRALIA,Dec,South,2.0
4174,BAHAMAS,Dec,North,2.0
4175,BRAZIL,Oct,South,2.0
4176,AUSTRALIA,Aug,South,1.0
4177,SOUTH AFRICA,Aug,South,1.0
4178,AUSTRALIA,Jul,South,12.0
4179,AUSTRALIA,Jul,South,12.0
4180,AUSTRALIA,Jul,South,11.0
4181,MARSHALL ISLANDS,Jul,Both hemispheres,10.0
4182,AUSTRALIA,Jul,South,10.0
4183,ISRAEL,Jul,North,8.0
4184,AUSTRALIA,May,South,8.0
4185,IRAN,May,North,7.0
4186,IRAN,May,North,7.0
4187,INDIA,Apr,North,6.0
4188,TANZANIA,Apr,South,5.0
4189,AUSTRALIA,Mar,South,4.0
4190,AUSTRALIA,Jan,South,4.0
4191,AUSTRALIA,Jan,South,3.0
4197,AUSTRALIA,Dec,South,1.0
4198,SOUTH AFRICA,Dec,South,1.0
4199,AUSTRALIA,Dec,South,1.0
4200,SOUTH AFRICA,Nov,South,1.0
4201,HONG KONG,Nov,South,9.0
4202,OKINAWA,Nov,North,9.0
4203,JAPAN,Nov,North,9.0
4204,IRAN,Oct,North,9.0
4205,IRAN ,Oct,Both hemispheres,8.0
4206,USA,Sep,North,8.0
4207,PHILIPPINES,Sep,North,7.0
4208,JAVA,Sep,North,7.0
4209,AUSTRALIA,Aug,South,6.0
4210,USA,Aug,North,5.0
4211,SOUTH AFRICA,Aug,South,3.0
4212,ISRAEL,Aug,North,2.0
4213,PHILIPPINES,Jul,North,12.0
4214,USA,Jul,North,12.0
4215,SIERRA LEONE,Jun,North,11.0
4216,AUSTRALIA,Jun,South,11.0
4217,PHILIPPINES,May,North,10.0
4218,PHILIPPINES,May,North,10.0
4219,PHILIPPINES,Mar,North,10.0
4220,PHILIPPINES,Mar,North,10.0
4221,NO COUNTRY DATA,Mar,Both hemispheres,10.0
4222,AUSTRALIA,Feb,South,10.0
4223,USA,Feb,North,9.0
4224,CARIBBEAN SEA,Feb,North,9.0
4225,SOUTH AFRICA,Jan,South,8.0
4226,SOUTH AFRICA,Jan,South,7.0
4228,USA,Dec,North,5.0
4229,SAMOA,Dec,South,5.0
4230,PANAMA,Dec,North,5.0
4231,NICARAGUA,Nov,Both hemispheres,4.0
4232,SOUTH AFRICA,Nov,South,3.0
4233,SOUTH AFRICA,Nov,South,3.0
4234,SOUTH AFRICA,Oct,South,3.0
4235,SOUTH AFRICA,Oct,South,2.0
4236,INDIA,Aug,North,2.0
4237,SOUTH AFRICA,Aug,South,1.0
4238,AUSTRALIA,Jul,South,1.0
4239,AUSTRALIA,Jul,South,1.0
4241,SOUTH PACIFIC OCEAN,Jul,South,4.0
4242,SOUTH AFRICA,Jul,South,12.0
4243,USA,Jul,North,12.0
4244,SOUTH AFRICA,Jul,South,11.0
4245,PACIFIC OCEAN,Jun,Both hemispheres,11.0
4246,USA,Jun,North,10.0
4247,PANAMA,May,North,9.0
4248,ITALY,May,North,8.0
4249,USA,Apr,North,7.0
4250,PORTUGAL,Apr,North,7.0
4251,MEXICO,Mar,North,7.0
4252,AUSTRALIA,Mar,South,6.0
4253,PACIFIC OCEAN,Mar,Both hemispheres,5.0
4254,CENTRAL PACIFIC,Feb,North,5.0
4255,CENTRAL PACIFIC,Feb,North,5.0
4256,AUSTRALIA,Jan,South,5.0
4257,INDIAN OCEAN,Jan,Both hemispheres,5.0
4271,SOLOMON ISLANDS,Dec,South,11.0
4272,SOUTH AFRICA,Dec,South,11.0
4273,PACIFIC OCEAN,Nov,Both hemispheres,11.0
4274,NO COUNTRY DATA,Nov,Both hemispheres,11.0
4275,SOLOMON ISLANDS,Aug,South,10.0
4276,ATLANTIC OCEAN,Aug,Both hemispheres,9.0
4277,ATLANTIC OCEAN,Aug,Both hemispheres,9.0
4278,AUSTRALIA,Aug,South,9.0
4279,SOUTHWEST PACIFIC OCEAN,Aug,South,9.0
4280,SOLOMON ISLANDS,Jul,South,8.0
4281,ATLANTIC OCEAN,Jul,Both hemispheres,7.0
4282,ITALY,Jul,North,7.0
4283,BAY OF BENGAL,Jul,North,6.0
4284,BRAZIL,Jun,South,6.0
4285,USA,May,North,6.0
4286,NO COUNTRY DATA,May,Both hemispheres,6.0
4287,AUSTRALIA,Apr,South,5.0
4288,INDIAN OCEAN,Apr,Both hemispheres,4.0
4289,CUBA,Apr,North,3.0
4290,AUSTRALIA,Mar,South,3.0
4291,AUSTRALIA,Jan,South,1.0
4292,AUSTRALIA,Jan,South,1.0
4293,AUSTRALIA,Jan,South,1.0
4294,SOUTH ATLANTIC OCEAN,Jan,South,12.0
4302,AUSTRALIA,Dec,South,8.0
4303,USA,Dec,North,8.0
4304,USA,Dec,North,7.0
4305,USA,Dec,North,7.0
4306,USA,Dec,North,6.0
4307,PACIFIC OCEAN,Dec,Both hemispheres,6.0
4308,SOUTH ATLANTIC OCEAN,Nov,South,3.0
4309,USA,Sep,North,3.0
4310,AUSTRALIA,Sep,South,2.0
4311,JAMAICA,Sep,North,2.0
4312,SOUTH ATLANTIC OCEAN,Sep,South,1.0
4313,ATLANTIC OCEAN,Sep,Both hemispheres,1.0
4314,AUSTRALIA,Sep,South,12.0
4315,SOUTH AFRICA,Aug,South,12.0
4316,AUSTRALIA,Aug,South,12.0
4317,AUSTRALIA,Aug,South,12.0
4318,PANAMA,Jul,North,9.0
4319,USA,Jun,North,7.0
4320,USA,May,North,7.0
4321,USA,Apr,North,6.0
4322,SOUTH AFRICA,Mar,South,3.0
4323,AUSTRALIA,Mar,South,3.0
4324,SOUTH AFRICA,Mar,South,2.0
4325,AUSTRALIA,Feb,South,2.0
4326,AUSTRALIA,Feb,South,2.0
4327,AUSTRALIA,Jan,South,1.0
4332,AUSTRALIA,Dec,South,12.0
4333,AUSTRALIA,Dec,South,12.0
4334,AUSTRALIA,Dec,South,11.0
4335,AUSTRALIA,Nov,South,11.0
4336,AUSTRALIA,Nov,South,11.0
4337,AUSTRALIA,Nov,South,11.0
4338,SAMOA,Nov,South,11.0
4339,AUSTRALIA,Nov,South,10.0
4340,USA,Nov,North,10.0
4341,AUSTRALIA,Oct,South,9.0
4342,USA,Oct,North,8.0
4343,PACIFIC OCEAN,Aug,Both hemispheres,7.0
4344,BAHAMAS,Jul,North,7.0
4345,USA,Jul,North,7.0
4346,USA,Jul,North,5.0
4347,PAPUA NEW GUINEA,Jul,South,4.0
4348,PAPUA NEW GUINEA,Jun,South,3.0
4349,NEW ZEALAND,Jun,South,2.0
4350,AUSTRALIA,May,South,1.0
4351,AUSTRALIA,Apr,South,12.0
4352,AUSTRALIA,Apr,South,10.0
4353,CHINA,Apr,North,8.0
4354,USA,Apr,North,8.0
4355,USA,Mar,North,7.0
4356,TURKEY,Mar,North,7.0
4357,USA,Feb,North,7.0
4358,AUSTRALIA,Feb,South,7.0
4359,NICARAGUA,Feb,Both hemispheres,6.0
4360,AUSTRALIA,Jan,South,6.0
4361,COSTA RICA,Jan,North,5.0
4362,IRAQ,Dec,North,5.0
4363,INDIA,Dec,North,5.0
4364,FIJI,Nov,South,3.0
4365,AUSTRALIA,Oct,South,3.0
4366,AUSTRALIA,Oct,South,1.0
4367,SOUTH AFRICA,Aug,South,1.0
4368,AUSTRALIA,Aug,South,1.0
4369,AUSTRALIA,Jul,South,1.0
4370,USA,Jul,North,11.0
4371,AUSTRALIA,Jun,South,11.0
4372,SOLOMON ISLANDS,May,South,11.0
4373,AUSTRALIA,Apr,South,10.0
4374,AUSTRALIA,Apr,South,10.0
4375,AUSTRALIA,Mar,South,10.0
4376,AUSTRALIA,Feb,South,10.0
4377,CROATIA,Feb,North,9.0
4378,SCOTLAND,Feb,North,9.0
4379,SCOTLAND,Jan,North,9.0
4380,SCOTLAND,Jan,North,9.0
4381,AUSTRALIA,Jan,South,8.0
4382,TURKEY,Jan,North,8.0
4383,PANAMA,Jan,North,8.0
4384,AUSTRALIA,Jan,South,7.0
4388,USA,Sep,North,6.0
4389,USA,Sep,North,5.0
4390,AUSTRALIA,Sep,South,5.0
4391,AUSTRALIA,Sep,South,3.0
4392,AUSTRALIA,Aug,South,3.0
4393,AUSTRALIA,Aug,South,2.0
4394,AUSTRALIA,Jul,South,2.0
4395,AUSTRALIA,Jul,South,2.0
4396,AUSTRALIA,Jun,South,2.0
4397,AUSTRALIA,May,South,1.0
4398,USA,Mar,North,12.0
4399,AUSTRALIA,Feb,South,12.0
4404,USA,Dec,North,9.0
4405,AUSTRALIA,Dec,South,8.0
4406,CANADA,Nov,North,8.0
4407,AUSTRALIA,Nov,South,8.0
4408,USA,Oct,North,8.0
4409,USA,Oct,North,7.0
4410,USA,Oct,North,7.0
4411,AUSTRALIA,Oct,South,7.0
4412,SOUTH AFRICA,Oct,South,7.0
4413,AUSTRALIA,Oct,South,6.0
4414,USA,Sep,North,6.0
4415,AUSTRALIA,Sep,South,4.0
4416,USA,Aug,North,3.0
4417,AUSTRALIA,Jul,South,3.0
4418,AUSTRALIA,Jun,South,3.0
4419,AUSTRALIA,May,South,3.0
4420,AUSTRALIA,May,South,2.0
4421,AUSTRALIA,May,South,2.0
4422,AUSTRALIA,Apr,South,2.0
4423,AUSTRALIA,Mar,South,1.0
4424,AUSTRALIA,Mar,South,1.0
4425,AUSTRALIA,Mar,South,1.0
4426,AUSTRALIA,Feb,South,12.0
4427,AUSTRALIA,Feb,South,11.0
4428,USA,Jan,North,9.0
4429,PAPUA NEW GUINEA,Jan,South,9.0
4430,AUSTRALIA,Jan,South,8.0
4431,UNITED KINGDOM,Jan,North,8.0
4432,AUSTRALIA,Apr,South,8.0
4435,PANAMA,Dec,North,7.0
4436,CROATIA,Dec,North,7.0
4437,USA,Nov,North,6.0
4438,SOLOMON ISLANDS,Nov,South,6.0
4439,AUSTRALIA,Oct,South,6.0
4440,PAPUA NEW GUINEA,Sep,South,6.0
4441,SOUTH AFRICA,Aug,South,5.0
4442,AUSTRALIA,Jul,South,5.0
4443,AUSTRALIA,Jul,South,4.0
4444,NO COUNTRY DATA,Jul,Both hemispheres,4.0
4445,USA,Jun,North,4.0
4446,AUSTRALIA,May,South,3.0
4447,SOUTH AFRICA,May,South,3.0
4448,AUSTRALIA,May,South,3.0
4449,AUSTRALIA,May,South,3.0
4450,AUSTRALIA,May,South,3.0
4451,AUSTRALIA,Apr,South,3.0
4452,AUSTRALIA,Mar,South,3.0
4453,AUSTRALIA,Mar,South,2.0
4454,AUSTRALIA,Mar,South,1.0
4455,AUSTRALIA,Mar,South,1.0
4456,ISRAEL,Jan,North,1.0
4463,BERMUDA,Dec,North,10.0
4464,AUSTRALIA,Nov,South,10.0
4465,BERMUDA,Nov,North,9.0
4466,ITALY,Nov,North,8.0
4467,ITALY ,Nov,Both hemispheres,8.0
4468,AUSTRALIA,Nov,South,8.0
4469,CROATIA,Nov,North,8.0
4470,USA,Nov,North,8.0
4471,AUSTRALIA,Nov,South,7.0
4472,AUSTRALIA,Nov,South,6.0
4473,USA,Nov,North,6.0
4474,AUSTRALIA,Oct,South,4.0
4475,SOUTH AFRICA,Sep,South,4.0
4476,SOUTH AFRICA,Sep,South,4.0
4477,AUSTRALIA,Sep,South,4.0
4478,AUSTRALIA,Sep,South,3.0
4479,AUSTRALIA,Aug,South,3.0
4480,AUSTRALIA,Jul,South,2.0
4481,CHILE,Jul,South,2.0
4482,TURKEY,Jun,North,2.0
4483,AUSTRALIA,Jun,South,1.0
4484,AUSTRALIA,Jun,South,1.0
4485,AUSTRALIA,Jun,South,11.0
4486,AUSTRALIA,May,South,11.0
4487,AUSTRALIA,Apr,South,10.0
4488,ISRAEL,Mar,North,9.0
4489,USA,Mar,North,8.0
4490,USA,Jan,North,8.0
4491,USA,Jan,North,8.0
4492,USA,Jan,North,7.0
4504,AUSTRALIA,Dec,South,2.0
4505,AUSTRALIA,Dec,South,2.0
4506,AUSTRALIA,Nov,South,1.0
4507,AUSTRALIA,Nov,South,12.0
4508,NEW ZEALAND,Nov,South,12.0
4509,CUBA,Nov,North,11.0
4510,AUSTRALIA,Sep,South,10.0
4511,CAPE VERDE,Aug,North,10.0
4512,FIJI,Aug,South,9.0
4513,AUSTRALIA,Aug,South,8.0
4514,AUSTRALIA,Jul,South,8.0
4515,USA,Jul,North,8.0
4516,AUSTRALIA,Jun,South,8.0
4517,BAHAMAS,Jun,North,8.0
4518,USA,Mar,North,7.0
4519,CANADA,Mar,North,7.0
4520,USA,Feb,North,6.0
4521,USA,Feb,North,6.0
4522,FIJI,Jan,South,6.0
4523,AUSTRALIA,Jan,South,5.0
4531,AUSTRALIA,Dec,South,1.0
4532,MEXICO,Dec,North,1.0
4533,AUSTRALIA,Dec,South,11.0
4534,JAMAICA,Dec,North,9.0
4535,USA,Sep,North,9.0
4536,USA,Jul,North,9.0
4537,USA,Jul,North,9.0
4538,CUBA,Jun,North,8.0
4539,USA,Mar,North,8.0
4540,USA,Mar,North,8.0
4541,CUBA,Feb,North,8.0
4542,CUBA,Feb,North,8.0
4543,USA,Feb,North,8.0
4544,USA,Jan,North,8.0
4545,AUSTRALIA,Jan,South,8.0
4546,FIJI,Jan,South,7.0
4547,USA,Jan,North,7.0
4548,USA,Jan,North,6.0
4555,AUSTRALIA,Dec,South,3.0
4556,AUSTRALIA,Dec,South,2.0
